Sentence #,Word,Tag
Sentence 1842,Fig. 15 ,O
,Maximum,O
,angle,O
,of,O
,inclination,O
Sentence 1843,Fig. 24 ,O
,Example,O
,of,O
,pumping,O
,station,O
Sentence 1844,Fig. 25 ,O
,Valve,O
,chamber,O
Sentence 1845,Fig. 31 ,O
,Opening,O
,the,O
,pit,O
Sentence 1846,Fig. 22 ,O
,Adjusting,O
,the,O
,float,O
,switches,O
Sentence 1847,Fig. 23 ,O
,Cable,O
,entry,O
Sentence 1848,Fig. 8 ,O
,Securing,O
,the,O
,mounting,O
,brackets,O
Sentence 1849,Fig. 9 ,O
,Compacted,O
,layers,O
,of,O
,maximum,O
,cm,O
Sentence 1850,Fig. 33 ,O
,Draining,O
,the,O
,valve,O
,chamber,O
Sentence 1851,Fig. 30 ,O
,Nameplate,O
Sentence 1852,Fig. 21 ,O
,Avoided,O
,location,O
,of,O
,retrofitted,O
,inlet,O
Sentence 1853,Fig. 12 ,O
,Compactors,O
Sentence 1854,Fig. 10 ,O
,Insufficient,O
,compaction,O
,under,O
,pipes,O
Sentence 1855,Fig. 1 ,O
,Lifting,O
,the,O
,pit,O
,from,O
,a,O
,lorry,O
Sentence 1856,Fig. 2 ,O
,Lifting,O
,straps,O
Sentence 1857,Fig. 29 ,O
,"Nameplate,",O
,PS.M,O
Sentence 1858,Fig. 4 ,O
,AQtap,water dispenser
,interfaces,O
,and,O
,components,O
Sentence 1859,Fig. 5 ,O
,AQtap,water dispenser
,inside,O
,components,O
Sentence 1860,Fig. 8 ,O
,AQtap,water dispenser
,user,O
,interface,O
Sentence 1861,Fig. 3 ,O
,Antenna,O
,cable,O
,connection,O
Sentence 1862,Fig. 6 ,O
,Nameplate,O
Sentence 1863,Fig. 7 ,O
,AQtap,water dispenser
,component,O
,and,O
,connection,O
,overview,O
Sentence 1864,Fig. 9 ,O
,Dimensional,O
,sketch,O
,of,O
,AQtap,water dispenser
Sentence 1865,Fig. 5 ,O
,Operation,O
,screen,O
Sentence 1866,Fig. 30 ,O
,Submenu,O
,Modbus,O
,settings,O
Sentence 1867,Fig. 22 ,O
,Submenu,O
,"""Setting",O
,>,O
,Star-wh.,O
,"valve""",O
Sentence 1868,Fig. 25 ,O
,Submenu,O
,"""Others",O
,>,O
,User,O
,>,O
,Change,O
,"password""",O
Sentence 1869,Fig. 26 ,O
,Submenu,O
,"""Others",O
,>,O
,"Maintaining""",O
Sentence 1870,Fig. 4 ,O
,Lifting,O
,eyes,O
,(top,O
,view),O
Sentence 1871,Fig. 8 ,O
,Touch,O
,screen,O
,with,O
,operation,O
,screen,O
Sentence 1872,Fig. 14 ,O
,Stirrers,O
,operation,O
,chart,O
Sentence 1873,Fig. 27 ,O
,Submenu,O
,"""Others",O
,>,O
,"Statistics""",O
Sentence 1874,Fig. 7 ,O
,Online,O
,help,O
,TM,O
Sentence 1875,Fig. 15 ,O
,Submenu,O
,"""Parameter",O
,>,O
,Water,O
,inlet,O
,"unit""",O
Sentence 1876,Fig. 9 ,O
,Submenu,O
,"""Parameter",O
,>,O
,"Dry-material""",O
Sentence 1877,Fig. 10 ,O
,Vibrator,O
,runtime,O
,chart,O
Sentence 1878,Fig. 6 ,O
,Numeric,O
,keyboard,O
Sentence 1879,Fig. 19 ,O
,Submenu,O
,"""Setting",O
,>,O
,Level,O
,"align""",O
Sentence 1880,Fig. 1 ,O
,Example:,O
,Polydos,O
,412A-1000,O
Sentence 1881,Fig. 1 ,O
,Electrical,O
,"connections,",O
,overview,O
Sentence 1882,Fig. 2 ,O
Sentence 1883,Fig. 3 ,O
,Derating,O
,of,O
,motor,O
,output,O
,(P2),O
,in,O
,relation,O
,to,O
,altitude,O
,above,O
,sea,O
,level,O
Sentence 1884,Fig. 38 ,O
,Difference,O
,between,O
,start,O
,and,O
,stop,O
,pressures,O
,(∆H),O
,and,O
,minimum,O
,flow,O
Sentence 1885,Fig. 41 ,O
,Filling,O
,and,O
,pressure,O
,build-up,O
,phases,O
Sentence 1886,Fig. 22 ,O
,Constant,O
,curve,O
Sentence 1887,Fig. 27 ,O
,Example,O
,of,O
,setpoint,O
,influence,O
,with,O
,sensor,O
,feed,O
,back,O
Sentence 1888,Fig. 52 ,O
,Identification,O
,of,O
,functional,O
,module,O
Sentence 1889,Fig. 53 ,O
,Identification,O
,of,O
,control,O
,panel,O
Sentence 1890,Fig. 31 ,O
,Inverse,O
,function,O
Sentence 1891,Fig. 30 ,O
,Linear,O
,with,O
,Stop,O
,and,O
,Inverse,O
,with,O
,Min.,O
Sentence 1892,Fig. 19 ,O
,Constant,O
,flow,O
,rate,O
Sentence 1893,Fig. 18 ,O
,Constant,O
,flow,O
,rate,O
Sentence 1894,Fig. 16 ,O
,Constant,O
,differential,O
,temperature,O
Sentence 1895,Fig. 17 ,O
,Constant,O
,differential,O
,temperature,O
Sentence 1896,Fig. 3 ,O
,Pump,O
,in,O
,constant-curve,O
,control,O
,mode,O
Sentence 1897,Fig. 4 ,O
,Maximum,O
,curve,O
,duty,O
Sentence 1898,Fig. 43 ,O
,Grundfos,O
,Eye,O
Sentence 1899,Fig. 25 ,O
,Principle,O
,example,O
,of,O
,configurable,O
,digital,O
,inputs/outputs,O
Sentence 1900,Fig. 15 ,O
,Constant,O
,differential,O
,pressure,O
Sentence 1901,Fig. 12 ,O
,Constant,O
,temperature,O
Sentence 1902,Fig. 55 ,O
,Removing,O
,the,O
,terminal,O
,box,O
,cover,O
Sentence 1903,Fig. 59 ,O
,Fitting,O
,the,O
,terminal,O
,box,O
,cover,O
Sentence 1904,Fig. 56 ,O
,Lifting,O
,the,O
,plastic,O
,cover,O
Sentence 1905,Fig. 6 ,O
,Advanced,O
,control,O
,panel,O
Sentence 1906,Fig. 24 ,O
,Overview,O
,of,O
,PT100/1000,O
,sensor,O
,locations,O
Sentence 1907,Fig. 11 ,O
,Constant,O
,pressure,O
Sentence 1908,Fig. 9 ,O
,Operating,O
,modes,O
Sentence 1909,Fig. 10 ,O
,Constant,O
,pressure,O
Sentence 1910,Fig. 42 ,O
,Ramp-up,O
,and,O
,Ramp-down,O
Sentence 1911,Fig. 37 ,O
,Limit,O
,exceeded,O
,(example),O
Sentence 1912,Fig. 8 ,O
,Grundfos,O
,GO,O
,communicating,O
,with,O
,the,O
,pump,O
,via,O
,radio,O
,or,O
,infrared,O
,connection,O
,(IR),O
Sentence 1913,Fig. 48 ,O
,Align,O
,CIM,O
,module,O
,with,O
,plastic,O
,holders,O
,(pos.,O
,A),O
,and,O
,connecting,O
,plug,O
,(pos.,O
,B),O
Sentence 1914,Fig. 49 ,O
,Connecting,O
,cable,O
,screens,O
,to,O
,earth,O
Sentence 1915,Fig. 46 ,O
,Removing,O
,CIM,O
,cover,O
Sentence 1916,Fig. 7 ,O
,Example,O
,of,O
,"""Home""",O
,display,O
Sentence 1917,Fig. 23 ,O
,Overview,O
,of,O
,sensor,O
,locations,O
Sentence 1918,Fig. 3 ,O
,CAB,O
,enclosure,O
Sentence 1919,Fig. 2 ,O
,MNX,O
Sentence 1920,Fig. 4 ,O
,Outdoor,O
,enclosure,O
Sentence 1921,Fig. 1 ,O
,MNX,O
,enclosure,O
Sentence 1922,Fig. 9 ,O
Sentence 1923,Fig. 1 ,O
Sentence 1924,Fig. 12 ,O
Sentence 1925,Fig. 14 ,O
Sentence 1926,Fig. 4 ,O
Sentence 1927,Fig. 5 ,O
Sentence 1928,Fig. 7 ,O
Sentence 1929,Fig. 13 ,O
Sentence 1930,Fig. 8 ,O
Sentence 1931,Fig. 4 ,O
,Nameplate,O
Sentence 1932,Fig. 10 ,O
,AQpure,water filtration systems
,system,O
,with,O
,solar,O
,package,O
,module,O
Sentence 1933,Fig. 27 ,O
,Cartridge,O
,filter,O
,maintenance,O
Sentence 1934,Fig. 15 ,O
,Warning,O
,indication,O
,-,O
,low,O
,level,O
,in,O
,chlorine,O
,tank,O
Sentence 1935,Fig. 16 ,O
,Alarm,O
,indication,O
,-,O
,UV,O
,intensity,O
,sensor,O
,failure,O
Sentence 1936,Fig. 17 ,O
,Instructions,O
,on,O
,performance,O
,of,O
,maintenance,O
Sentence 1937,Fig. 14 ,O
,Service,O
,menu,O
,screen,O
Sentence 1938,Fig. 13 ,O
,User,O
,screen,O
Sentence 1939,Fig. 18 ,O
,Strainer,O
,components,O
Sentence 1940,Fig. 20 ,O
,Components,O
,of,O
,the,O
,prefilter,O
Sentence 1941,Fig. 21 ,O
,Inserting,O
,the,O
,cyclone,O
,system,O
Sentence 1942,Fig. 26 ,O
,UV,O
,controller,O
Sentence 1943,Fig. 7 ,O
,AQpure,water filtration systems
,standard,O
,UF,O
,module,O
,TM,O
Sentence 1944,Fig. 24 ,O
,Disconnecting,O
,the,O
,UV,O
,lamp,O
Sentence 1945,Fig. 25 ,O
,Dismantling,O
,the,O
,quartz,O
,sleeve,O
Sentence 1946,Fig. 5 ,O
,Overview,O
,of,O
,AQpure,water filtration systems
,modules,O
,TM,O
Sentence 1947,Fig. 28 ,O
,Dimensions,O
,of,O
,AQpure,water filtration systems
,"system,",O
,connections,O
,and,O
,space,O
,requirement.,O
,Dimensions,O
,in,O
,mm,O
Sentence 1948,Fig. 1 ,O
,Installation,O
,example,O
,for,O
,direct,O
,connection,O
Sentence 1949,Fig. 2 ,O
,Example,O
,of,O
,installation,O
,with,O
,a,O
,break,O
,tank,O
Sentence 1950,Fig. 8 ,O
,AQpure,water filtration systems
,standard,O
,UF,O
,module,O
,with,O
,self-cleaning,O
,prefilter,O
,module,O
Sentence 1951,Fig. 29 ,O
,AQpure,water filtration systems
,system,O
,and,O
,connections.,O
,Dimensions,O
,in,O
,mm,O
Sentence 1952,Fig. 23 ,O
,Components,O
,of,O
,the,O
,UV,O
,disinfection,O
,device,O
Sentence 1953,Fig. 19 ,O
,Prefilter,O
,overview,O
Sentence 1954,Fig. 11 ,O
,AQpure,water filtration systems
,system,O
,with,O
,UPS,O
Sentence 1955,Fig. 9 ,O
,AQpure,water filtration systems
,optional,O
,modules,O
,(without,O
,solar,O
,package,O
,and,O
,remote,O
,management,O
,module),O
Sentence 1956,Fig. 6 ,O
,PID,O
,of,O
,an,O
,AQpure,water filtration systems
,system,O
,with,O
,all,O
,modules,O
Sentence 1957,Fig. 9 ,O
,Wiring,O
,diagram,O
Sentence 1958,Fig. 13 ,O
,Derating,O
,in,O
,relation,O
,to,O
,the,O
,ambient,O
,temperature,O
Sentence 1959,Fig. 1 ,O
,Pump,O
,positions,O
Sentence 1960,Fig. 7 ,O
,NPSH,O
,curves,O
,for,O
,CM 10,water pump
Sentence 1961,Fig. 11 ,O
,Position,O
,of,O
,filling,O
,holes,O
,and,O
,drain,O
,hole,O
Sentence 1962,Fig. 2 ,O
,Pipes,O
Sentence 1963,Fig. 3 ,O
,Inlet,O
,and,O
,outlet,O
,ports,O
Sentence 1964,Fig. 10 ,O
,Vapour,O
,pressure,O
Sentence 1965,Fig. 6 ,O
,Terminal,O
,box,O
,positions,O
Sentence 1966,Fig. 2 ,O
,Pump,O
,nameplate,O
,with,O
,approval,O
,marks,O
Sentence 1967,Fig. 3 ,O
,Nameplate,O
,for,O
,the,O
,motor,O
Sentence 1968,Fig. 5 ,O
,Adding,O
,an,O
,installation,O
Sentence 1969,Fig. 14 ,O
,Alarm,O
,team,O
Sentence 1970,Fig. 8 ,O
,Name,Tag
,and,O
,type,O
,of,O
,installation,O
Sentence 1971,Fig. 7 ,O
,Entering,O
,the,O
,MAC,O
,address,O
Sentence 1972,Fig. 1 ,O
,Grundfos,O
,Remote,O
,Management,O
Sentence 1973,Fig. 25 ,O
,Example,O
,of,O
,graphical,O
,display,O
,of,O
,monitored,O
,sensors,O
Sentence 1974,Fig. 10 ,O
,Selecting,O
,the,O
,dispatch,O
,mode,O
,for,O
,alarms,O
,and,O
,warnings,O
Sentence 1975,Fig. 26 ,O
,Example,O
,of,O
,graphical,O
,display,O
,of,O
,data,O
,from,O
,monitored,O
,sensors,O
Sentence 1976,Fig. 1 ,O
,ALPHA,O
,Reader,O
Sentence 1977,Fig. 2 ,O
,TPE2,O
,"D,",O
,TPE3,O
,D,water pump
Sentence 1978,Fig. 1 ,O
,Nameplate,O
Sentence 1979,Fig. 7 ,O
,Terminal,O
,box,O
,positions,O
,(top,O
,view),O
Sentence 1980,Fig. 1 ,O
,Example,O
,of,O
,nameplate,O
Sentence 1981,Fig. 8 ,O
,Sight,O
,glass,O
,with,O
,indication,O
,of,O
,the,O
,correct,O
,direction,O
,of,O
,rotation,O
Sentence 1982,Fig. 9 ,O
,Motor,O
,fan,O
,cover,O
,with,O
,indication,O
,of,O
,the,O
,correct,O
,direction,O
,of,O
,rotation,O
Sentence 1983,Fig. 2 ,O
,Mounting,O
,position,O
Sentence 1984,Fig. 7 ,O
,Terminal,O
,box,O
,positions,O
,(top,O
,view),O
Sentence 1985,Fig. 9 ,O
,Motor,O
,fan,O
,cover,O
,with,O
,indication,O
,of,O
,the,O
,correct,O
,direction,O
,of,O
,rotation,O
Sentence 1986,Fig. 4 ,O
,Minimum,O
,free,O
,cable,O
,length,O
,for,O
,float,O
,switch,O
Sentence 1987,Fig. 5 ,O
,Lifting,O
,the,O
,pump,O
Sentence 1988,Fig. 10 ,O
,Example,O
,of,O
,nameplate,O
Sentence 1989,Fig. 13 ,O
,SB,O
,HF,O
,pump,O
,with,O
,integrated,O
,inlet,O
,strainer,O
Sentence 1990,Fig. 8 ,O
,Flat,O
,plug,O
Sentence 1991,Fig. 9 ,O
,Cable,O
,assignment,O
,of,O
,plugs,O
Sentence 1992,Fig. 19 ,O
,First,O
,function,O
,level,O
Sentence 1993,Fig. 30 ,O
,Setting,O
,the,O
,weighting,O
Sentence 1994,Fig. 1 ,O
,AR,control unit
,control,O
,unit,O
,for,O
,wall,O
,mounting,O
Sentence 1995,Fig. 31 ,O
,Service,O
,level,O
Sentence 1996,Fig. 18 ,O
,Display:,O
,flow,O
,error,O
,detected,O
Sentence 1997,Fig. 26 ,O
,Setting,O
,the,O
,access,O
,code,O
Sentence 1998,Fig. 25 ,O
,Display:,O
,current,O
,input,O
,signal,O
,<,O
,mA,O
Sentence 1999,Fig. 12 ,O
,Display:,O
,empty-signal,O
,symbol,O
Sentence 2000,Fig. 10 ,O
,Display,O
,of,O
,the,O
,AR,control unit
,control,O
,unit,O
Sentence 2001,Fig. 7 ,O
,Connection,O
,diagram,O
Sentence 2002,Fig. 4 ,O
,AR,control unit
,control,O
,unit,O
,mounted,O
,on,O
,a,O
,DMX 221,dc drives
Sentence 2003,Fig. 5 ,O
,AR,control unit
,control,O
,unit,O
,mounted,O
,on,O
,a,O
,DMX 226,water pump
Sentence 2004,Fig. 22 ,O
,Display:,O
,strokes,O
,per,O
,pulse,O
Sentence 2005,Fig. 20 ,O
,Display:,O
,stroke,O
,frequency,O
Sentence 2006,Fig. 21 ,O
,Display:,O
,strokes,O
,per,O
,pulse,O
Sentence 2007,Fig. 9 ,O
,Centring,O
,of,O
,neck,O
,ring,O
Sentence 2008,Fig. 70 ,O
,Ramp-up,O
,and,O
,ramp-down,O
Sentence 2009,Fig. 44 ,O
,Constant,O
,temperature,O
Sentence 2010,Fig. 45 ,O
,"""Constant",O
,differential,O
,"pressure""",O
Sentence 2011,Fig. 43 ,O
,"""Constant",O
,"temperature""",O
Sentence 2012,Fig. 63 ,O
,Example,O
,of,O
,setpoint,O
,influence,O
,with,O
,constant,O
,curve,O
Sentence 2013,Fig. 18 ,O
,Mains,O
,"connection,",O
,three-phase,O
,motors,O
Sentence 2014,Fig. 24 ,O
,Motor,O
,output,O
,power,O
,in,O
,relation,O
,to,O
,altitude,O
Sentence 2015,Fig. 25 ,O
,Supply,O
,voltage,O
,for,O
,three-phase,O
,motor,O
,in,O
,relation,O
,to,O
,altitude,O
Sentence 2016,Fig. 59 ,O
,Example,O
,of,O
,configurable,O
,digital,O
,inputs,O
,or,O
,outputs,O
Sentence 2017,Fig. 58 ,O
,Duration,O
,timer,O
,function,O
,of,O
,digital,O
,inputs,O
Sentence 2018,Fig. 34 ,O
,Grundfos,O
,GO,O
,communicating,O
,with,O
,the,O
,pump,O
,via,O
,radio,O
,or,O
,infrared,O
,"connection,",O
,IR,O
Sentence 2019,Fig. 80 ,O
,Identification,O
,of,O
,functional,O
,module,O
Sentence 2020,Fig. 81 ,O
,Identification,O
,of,O
,control,O
,panel,O
Sentence 2021,Fig. 47 ,O
,"""Constant",O
,differential,O
,"temperature""",O
Sentence 2022,Fig. 46 ,O
,"""Constant",O
,differential,O
,"pressure""",O
Sentence 2023,Fig. 71 ,O
,Grundfos,O
,Eye,O
Sentence 2024,Fig. 35 ,O
,Example:,O
,pump,O
,installed,O
,in,O
,the,O
,flow,O
,pipe,O
,and,O
,additional,O
,temperature,O
,sensor,O
Sentence 2025,Fig. 8 ,O
,Clamp,O
,(A),O
Sentence 2026,Fig. 15 ,O
,Example,O
,of,O
,a,O
,mains-connected,O
,motor,O
,with,O
,mains,O
,"switch,",O
,backup,O
,fuse,O
,and,O
Sentence 2027,Fig. 55 ,O
,FLOWLIMIT,O
Sentence 2028,Fig. 54 ,O
,Power,O
,and,O
,pressure,O
,limitations,O
,influencing,O
,the,O
,maximum,O
,curve,O
Sentence 2029,Fig. 53 ,O
,"""Constant",O
,"curve""",O
Sentence 2030,Fig. 79 ,O
,FCC,O
,label,O
Sentence 2031,Fig. 78 ,O
,Example,O
,of,O
,wire,O
,routing,O
Sentence 2032,Fig. 36 ,O
,Operating,O
,modes,O
Sentence 2033,Fig. 20 ,O
,Stripped,O
,cable,O
,with,O
,screen,O
,and,O
,wire,O
,connections,O
Sentence 2034,Fig. 28 ,O
,Setpoint,O
,set,O
,to,O
,"m,",O
,differential-pressure,O
,control,O
Sentence 2035,Fig. 68 ,O
,"""Temperature",O
,"influence""",O
Sentence 2036,Fig. 87 ,O
,Fitting,O
,the,O
,terminal,O
,box,O
,cover,O
Sentence 2037,Fig. 4 ,O
,Required,O
,clearance,O
,above,O
,the,O
,motor,O
Sentence 2038,Fig. 3 ,O
,Use,O
,of,O
,washers,O
,for,O
,oval,O
,bolt,O
,holes,O
Sentence 2039,Fig. 38 ,O
,FLOWADAPT,O
Sentence 2040,Fig. 37 ,O
,AUTOADAPT,O
Sentence 2041,Fig. 12 ,O
,Insulation,O
,of,O
,"TPE2,",O
,TPE3,O
,pumps,O
Sentence 2042,Fig. 14 ,O
,Examples,O
,of,O
,"covers,",O
,not,O
,supplied,O
,by,O
,Grundfos,O
Sentence 2043,Fig. 76 ,O
,Fitting,O
,the,O
,CIM,O
,module,O
Sentence 2044,Fig. 51 ,O
,"""Constant",O
,"level""",O
Sentence 2045,Fig. 69 ,O
,"""Limit",O
,"exceeded""",O
,(example),O
Sentence 2046,Fig. 31 ,O
,Minimum,O
,curve,O
,duty,O
Sentence 2047,Fig. 7 ,O
,Correct,O
,pipes,O
,on,O
,the,O
,inlet,O
,side,O
,of,O
,the,O
,pump,O
Sentence 2048,Fig. 82 ,O
,Loosening,O
,the,O
,screws,O
Sentence 2049,Fig. 83 ,O
,Removing,O
,the,O
,terminal,O
,box,O
,cover,O
Sentence 2050,Fig. 41 ,O
,"""Constant",O
,"pressure""",O
Sentence 2051,Fig. 39 ,O
,"""Proportional",O
,"pressure""",O
Sentence 2052,Fig. 40 ,O
,"""Proportional",O
,"pressure""",O
Sentence 2053,Fig. 42 ,O
,"""Constant",O
,"pressure""",O
Sentence 2054,Fig. 62 ,O
,Example,O
,of,O
,setpoint,O
,influence,O
,with,O
,sensor,O
,feedback,O
Sentence 2055,Fig. 61 ,O
,Example,O
,of,O
,minimum,O
,and,O
,maximum,O
,settings,O
Sentence 2056,Fig. 60 ,O
,Duration,O
,timer,O
,function,O
,of,O
,digital,O
,inputs,O
Sentence 2057,Fig. 2 ,O
,Horizontal,O
,lifting,O
Sentence 2058,Fig. 1 ,O
,Sectional,O
,drawings,O
,of,O
,MTS,O
,"20,",O
Sentence 2059,Fig. 5 ,O
,Sectional,O
,drawings,O
,of,O
,MTS,O
,"80,",O
Sentence 2060,Fig. 7 ,O
,Tank-top,O
,installation,O
Sentence 2061,Fig. 3 ,O
,Sectional,O
,drawings,O
,of,O
,MTS,O
,model,O
,B,water pump
Sentence 2062,Fig. 7 ,O
,Sectional,O
,drawings,O
,of,O
,MTS,O
,"210,",O
,"280,",O
Sentence 2063,Fig. 2 ,O
,Identification,O
,numbers,O
Sentence 2064,Fig. 9 ,O
,Priming,O
,the,O
,pump,O
Sentence 2065,Fig. 18 ,O
,User-defined,O
,setpoint,O
,(left),O
,and,O
,self-learned,O
,setpoint,O
,(right),O
Sentence 2066,Fig. 17 ,O
,Expert,O
,menu,O
,overview,O
Sentence 2067,Fig. 1 ,O
,Horizontal,O
,foundation,O
Sentence 2068,Fig. 2 ,O
,Base,O
,plate,O
Sentence 2069,Fig. 13 ,O
,Example,O
,of,O
,nameplate,O
Sentence 2070,Fig. 5 ,O
,Mains,O
,water,O
,pressure,O
,boosting,O
Sentence 2071,Fig. 3 ,O
,How,O
,to,O
,fit,O
,the,O
,connections,O
Sentence 2072,Fig. 21 ,O
,Outlet,O
,and,O
,inlet,O
,non-return,O
,valves,O
Sentence 2073,Fig. 15 ,O
,SCALA2,O
,outlet,O
,pressure,O
,indication,O
Sentence 2074,Fig. 14 ,O
,SCALA2,O
,operating,O
,panel,O
Sentence 2075,Fig. 8 ,O
,Inlet,O
,pipe,O
,length,O
Sentence 2076,Fig. 6 ,O
,Suction,O
,from,O
,a,O
,well,O
Sentence 2077,Fig. 7 ,O
,Suction,O
,from,O
,freshwater,O
,tank,O
Sentence 2078,Fig. 1 ,O
,System,O
,without,O
,cover,O
,and,O
,without,O
,peripheral,O
,devices;,O
,OCD-162-5,O
,"(left),",O
,OCD-162-30,O
,"(middle),",O
,OCD-162-60,O
,(right),O
Sentence 2079,Fig. 44 ,O
,OCD,O
,162-60:,O
,reaction,O
,tank,O
Sentence 2080,Fig. 16 ,O
,Process,O
,of,O
,monitoring,O
,the,O
,cleaning,O
,motor,O
Sentence 2081,Fig. 33 ,O
,Initial,O
,display,O
Sentence 2082,Fig. 18 ,O
,Dispersion,O
,of,O
,dosing,O
,volume,O
,at,O
,different,O
,stroke,O
,lengths,O
Sentence 2083,Fig. 6 ,O
,OCD-162,O
,with,O
,external,O
,batch,O
,tank,O
,and,O
,two,O
,dosing,O
,points,O
Sentence 2084,Fig. 47 ,O
,"OCD-162-30,",O
,-60,O
Sentence 2085,Fig. 46 ,O
,Replacing,O
,the,O
,volume,O
,compensation,O
,bag,O
Sentence 2086,Fig. 26 ,O
,Control,O
,unit,O
,with,O
,cable,O
,glands,O
Sentence 2087,Fig. 35 ,O
,Dosing,O
,head,O
,of,O
,DDE:,O
,exploded,O
,view,O
Sentence 2088,Fig. 5 ,O
,OCD-162,O
,with,O
,measuring,O
,module,O
,and,O
,two,O
,dosing,O
,pumps,O
Sentence 2089,Fig. 30 ,O
,Control,O
,elements,O
Sentence 2090,Fig. 51 ,O
,Terminal,O
,connection,O
,plan,O
,-,O
,right,O
,section,O
Sentence 2091,Fig. 10 ,O
,Reaction,O
,tank,O
,and,O
,internal,O
,batch,O
,tank,O
,(OCD-162-60),O
Sentence 2092,Fig. 14 ,O
,Flushing,O
,process,O
Sentence 2093,Fig. 22 ,O
,Reversing,O
,the,O
,floater,O
Sentence 2094,Fig. 4 ,O
,OCD-162,O
,with,O
,mixing,O
,module,O
,and,O
,measuring,O
,cell,O
Sentence 2095,Fig. 36 ,O
,Solenoid,O
,valve,O
,"(OCD-162-5,",O
,-10):,O
,exploded,O
,view,O
Sentence 2096,Fig. 38 ,O
,Solenoid,O
,valve,O
,"OCD-162-30,",O
,-60:,O
,exploded,O
,view,O
Sentence 2097,Fig. 50 ,O
,Terminal,O
,connection,O
,plan,O
,-,O
,middle,O
,section,O
Sentence 2098,Fig. 49 ,O
,Terminal,O
,connection,O
,plan,O
,-,O
,left,O
,section,O
Sentence 2099,Fig. 34 ,O
,Display,O
,and,O
,control,O
,elements,O
Sentence 2100,Fig. 3 ,O
,OCD-162,O
,with,O
,measuring,O
,cell,O
Sentence 2101,Fig. 40 ,O
,"OCD-162-5,",O
,-10:,O
,connections,O
,on,O
,the,O
,reaction,O
,tank,O
Sentence 2102,Fig. 15 ,O
,Control,O
,mode,O
,scheme,O
Sentence 2103,Fig. 28 ,O
,Connection,O
,plan,O
,AQC-D6,measuring instruments
Sentence 2104,Fig. 13 ,O
,ClO2,O
,production,O
,process,O
Sentence 2105,Fig. 7 ,O
,OCD-162-5,O
,(left),O
,and,O
,OCD-162-10,O
,(right),O
,without,O
,cover,O
Sentence 2106,Fig. 28 ,O
,Second,O
,function,O
,"level,",O
,part,O
Sentence 2107,Fig. 47 ,O
,Pump,O
,restart,O
,attempts,O
Sentence 2108,Fig. 16 ,O
,DDI,O
,connection,O
,diagram,O
Sentence 2109,Fig. 1 ,O
,DDI,O
,nameplate,O
Sentence 2110,Fig. 49 ,O
,Permissible,O
,error,O
,strokes,O
Sentence 2111,Fig. 48 ,O
,Display:,O
,"""Broken",O
,"cable""",O
Sentence 2112,Fig. 4 ,O
,DDI,O
Sentence 2113,Fig. 15 ,O
,Connecting,O
,the,O
,suction,O
,and,O
,discharge,O
,lines,O
Sentence 2114,Fig. 14 ,O
,Installation,O
,with,O
,non-return,O
,valve,O
Sentence 2115,Fig. 52 ,O
,Timer,O
,mode,O
Sentence 2116,Fig. 53 ,O
,Setting,O
,timer,O
,mode,O
Sentence 2117,Fig. 36 ,O
,Current,O
,input,O
,and,O
,current,O
,output,O
,with,O
,default,O
,setting,O
Sentence 2118,Fig. 39 ,O
,Setting,O
,the,O
,weighting,O
Sentence 2119,Fig. 55 ,O
,Stainless-steel,O
,or,O
,plastic,O
,DN,O
,"valve,",O
,spring-loaded,O
,as,O
,an,O
,option,O
Sentence 2120,Fig. 17 ,O
,Display,O
,of,O
,DDI,O
Sentence 2121,Fig. 25 ,O
,Display:,O
,manual,O
,control,O
Sentence 2122,Fig. 26 ,O
,Display:,O
,contact,O
,signal,O
,control,O
Sentence 2123,Fig. 31 ,O
,Dosing,O
,capacity,O
,curves,O
Sentence 2124,Fig. 9 ,O
,Installation,O
,to,O
,avoid,O
,the,O
,siphon,O
,effect,O
Sentence 2125,Fig. 50 ,O
,Calibration,O
,of,O
,pressure,O
,sensor,O
Sentence 2126,Fig. 41 ,O
,Diagram,O
,for,O
,current,O
,input,O
,/,O
,current,O
,output,O
Sentence 2127,Fig. 40 ,O
,Result,O
,of,O
,weighting,O
Sentence 2128,Fig. 33 ,O
,Display:,O
,0-20,O
,mA,O
,current,O
,signal,O
,control,O
Sentence 2129,Fig. 34 ,O
,Display:,O
,4-20,O
,mA,O
,current,O
,signal,O
,control,O
Sentence 2130,Fig. 5 ,O
,Drilling,O
,scheme,O
Sentence 2131,Fig. 6 ,O
,Installation,O
,example,O
,of,O
,pump,O
,with,O
,manual,O
,deaeration,O
Sentence 2132,Fig. 51 ,O
,Setting,O
,batch,O
,dosing,O
Sentence 2133,Fig. 30 ,O
,Calibration,O
Sentence 2134,Fig. 27 ,O
,Opening,O
,/,O
,exiting,O
,the,O
,second,O
,function,O
,level,O
Sentence 2135,Fig. 2 ,O
,DDI,O
Sentence 2136,Fig. 43 ,O
,Display:,O
,"""Dosing",O
,"controller""",O
Sentence 2137,Fig. 23 ,O
,Display:,O
,power,O
,off,O
Sentence 2138,Fig. 57 ,O
,Replacing,O
,the,O
,diaphragm,O
,for,O
,DDI 150-4,water pump
Sentence 2139,Fig. 7 ,O
,Coupling,O
Sentence 2140,Fig. 12 ,O
,Programming,O
,buttons,O
Sentence 2141,Fig. 10 ,O
,LEDs,O
Sentence 2142,Fig. 2 ,O
,Servomotor,O
,with,O
